1	-12.70
2	-17.61
3	-6.21
4	4.96
5	13.88
6	16.71
7	22.09
8	16.92
9	12.72
10	6.04
11	-7.19
12	-8.65
13	-13.12
14	-16.65
15	-0.92
16	9.32
17	14.63
18	19.30
19	20.88
20	16.15
21	9.88
22	0.63
23	-8.83
24	-9.27
25	-15.39
26	-8.47
27	1.71
28	12.62
29	15.86
30	21.19
31	19.10
32	13.97
33	7.85
34	-4.95
35	-9.39
36	-8.98
37	-17.04
38	-3.09
39	7.36
40	14.39
41	18.08
42	20.88
43	17.60
44	10.44
45	4.69
46	-8.18
47	-9.33
48	-12.96
